Author,Year,DOI,Male,Female
"Yakushkin, Akimov, Andreev, Kalenov, Kozlov, Kuznetsova and Son'kin",2014,,7,3
"Yang, Nepocatych, Katica, Collins, Casaru, Balilionis, Sjökvist and Bishop",2014,,6,1
"Yokota, Karis and Tharion",2014,10.1179/2049396714y.0000000056,30,
"Zadeh, Shepley, Williams and Chung",2014,10.1177/193758671400700405,2,10
Zhang and Bao,2014,,40,
"Zhang, Balilionis, Casaru, Geary, Schumacker, Neggers, Curtner-Smith, Richardson, Bishop and Green",2014,10.1016/j.apergo.2013.07.005,10,
"Jones, Eijsvogels, Nyakayiru, Verheggen, Thompson, Groothuis, Atkinson, Hopman and Thijssen",2014,10.3109/07420528.2013.833516,10,
"Trbovich, Ortega, Schroeder and Fredrickson",2014,10.1310/sci2001-70,36,
"Veltmeijer, Pluim, Thijssen, Hopman and Eijsvogels",2014,10.1038/sc.2014.27,5,3
"Adams, Ganio, Burchfield, Matthews, Werner, Chokbengboun, Dougherty and Lachance",2015,,,20
"Aldous, Chrismas, Akubat, Dascombe, Abt and Taylor",2015,10.3389/fphys.2015.00421,12,
"Amano, Ichinose, Inoue, Nishiyasu, Koga and Kondo",2015,10.1152/ajpregu.00005.2015,6,6
"Ando, Komiyama, Sudo, Kiyonaga, Tanaka and Higaki",2015,10.1186/s13104-015-1210-0,8,
"Arias, Madinabeitia-Mancebo, Santiago, Corral-Bergantino and Robles-Garcia",2015,,9,
"Bach, Stewart, Disher and Costello",2015,10.1371/journal.pone.0117907,8,
Baillot and Hue,2015,,19,
"Baldini, Nota, Cioffi, Ballanti and Cozza",2015,10.3357/amhp.4115.2015,11,
"Barberio, Elmer, Laird, Lee, Gladden and Pascoe",2015,10.1055/s-0034-1389904,8,
"Barwood, Corbett, Thomas and Twentyman",2015,10.1111/sms.12395,8,
"Benda, Seeger, Van Lier, Bellersen, Van Dijk, Hopman and Thijssen",2015,10.1113/ep085040,12,2
"Binsch, Banko, Veenstra and Valk",2015,10.1519/jsc.0000000000001117,85,
"Bonmati-Carrion, Middleton, Revell, Skene, Rol and Madrid",2015,10.3109/07420528.2015.1016613,7,6
"Borg, Stewart and Costello",2015,10.1016/j.physbeh.2015.04.018,11,
"Borne, Hausswirth, Costello and Bieuzen",2015,10.1111/sms.12392,8,
"Bradford, Lucas, Gerrard and Cotter",2015,10.1111/sms.12351,8,
"Brazaitis, Eimantas, Daniuseviciute, Vitkauskiene, Paulauskas and Skurvydas",2015,10.3109/02656736.2015.1004135,40,
"Brearley, Sherburn, Galea and Clarke",2015,10.1016/j.jphys.2015.08.004,,109
Brown and Connolly,2015,10.1519/jsc.0000000000000787,4,
"Burdon, Ruell, Johnson, Chapman, O'brien and O'connor",2015,10.1016/j.jtherbio.2014.11.005,10,
"Che-Hsiu, Chen, Mei-Hwa and Jiu-Jenq",2015,,36,
"Chia, Cannon and Marino",2015,10.1016/j.jtherbio.2015.10.001,19,
"Chtourou, Ammar, Nikolaidis, Abdel Karim, Souissi, Chamari and Chaouachi",2015,,31,
"Cochrane, Coley, Pritchard and Barnes",2015,10.1519/jsc.0000000000000738,12,
"Coombs, Cramer, Ravanelli, Morris and Jay",2015,10.1111/sms.12336,8,1
"Corbett, Barwood and Tipton",2015,10.1111/sms.12176,6,
"Costello, Stewart and Stewart",2015,10.1093/annhyg/mev029,7,
"Costello, Stewart and Stewart",2015,10.1155/2015/857536,12,
Crabtree and Blannin,2015,10.1249/mss.0000000000000391,10,6
Cramer and Jay,2015,10.1152/japplphysiol.00281.2015,16,
"Cramer, Thompson and Periard",2015,10.3389/fphys.2015.00354,8,
"Cuddy, Sol, Hailes and Ruby",2015,10.1016/j.wem.2014.12.010,12,3
"Cutsem, Pattyn, Vissenaeken, Dhondt, Pauw, Tonoli, Meeusen, Roelands, Van Cutsem and De Pauw",2015,,9,
"Daanen, Peerbooms, Van Den Hurk, Van Os, Levels, Teunissen and Breed",2015,10.1111/ijd.12568,13,
"Davis, Ng, Hill, Padgett and Lovering",2015,10.1113/jp270219,30,
"De Carvalho, De Andrade, Ramos, Maia-Lima, Pereira, Mendes, Marins, Amorim and Silami-Garcia",2015,,10,
"Dolci, Fortes, Walker, Haq, Riddle and Walsh",2015,,16,
"Dos Santos Haupenthal, De Noronha, Haupenthal, Ruschel and Nunes",2015,,10,10
"Earhart, Weiss, Rahman and Kelly",2015,,4,7
"Faulkner, Hupperets, Hodder and Havenith",2015,10.1111/sms.12373,10,
"Fehling, Haller, Lefferts, Hultquist, Wharton, Rowland and Smith",2015,10.1093/occmed/kqv015,12,
"Fernandez-Elias, Hamouti, Ortega and Mora-Rodriguez",2015,10.1111/sms.12368,7,
"Filho, Di Fronso, Mazzoni, Robazza, Bortoli and Bertollo",2015,10.1080/02640414.2014.977940,9,
"Filingeri, Fournet, Hodder and Havenith",2015,10.1111/sms.12322,9,
"Filingeri, Fournet, Hodder and Havenith",2015,10.1152/jn.00141.2015,10,
"Flouris, Dinas, Tsitoglou, Patramani, Koutedakis and Kenny",2015,10.1088/0967-3334/36/7/n103,26,
"Flouris, Friesen, Carlson, Casa and Kenny",2015,10.1111/sms.12317,8,
"Flouris, Webb and Kenny",2015,10.1152/japplphysiol.00932.2014,24,12
"Fonseca, Teles, Ribeiro, Magalhaes, Mendonca, Peixoto, Leite, Coimbra and Lacerda",2015,10.1590/1414-431x20154532,8,
"Fujii, Tsuji, Honda, Kondo and Nishiyasu",2015,10.1152/japplphysiol.01049.2014,20,
"Ganio, Schlader, Pearson, Lucas, Gagnon, Rivas, Kowalske and Crandall",2015,10.1249/mss.0000000000000655,24,19
"García-Concepción, Peinado, Paredes Hernández and Alvero-Cruz",2015,,20,
"Garcia-Pinillos, Soto-Hermoso and Latorre-Roman",2015,10.1515/hukin-2015-0123,31,
"Gibson, Mee, Tuttle, Taylor, Watt and Maxwell",2015,10.1016/j.jtherbio.2015.02.005,24,
"Gill, Hankey, Wright, Marczak, Hemming, Allerton, Ansley-Robson and Costa",2015,10.1055/s-0034-1398535,14,3
"Gill, Teixeira, Rama, Prestes, Rosado, Hankey, Scheer, Hemmings, Ansley-Robson and Costa",2015,,18,13
"Gillis, Weston, House and Tipton",2015,10.1016/j.physbeh.2014.12.009,22,
"Glitz, Seibel, Rohde, Gorges, Witzki, Piekarski and Leyk",2015,10.1080/00140139.2015.1013574,10,
"Gonzalez-Alonso, Calbet, Boushel, Helge, Sondergaard, Munch-Andersen, Van Hall, Mortensen and Secher",2015,10.1113/ep085383,22,6
"Goodall, Charlton, Hignett, Prichard, Barwood, Howatson and Thomas",2015,10.1111/sms.12370,7,
Gueritee and Tipton,2015,10.1016/j.physbeh.2014.11.064,7,
"Guéritée, House, Redortier and Tipton",2015,10.1111/sms.12360,8,
"Gueritee, Redortier, House and Tipton",2015,10.1016/j.physbeh.2014.12.016,9,
Harrop and Woodruff,2015,10.1519/jsc.0000000000000715,15,22
Heesch and Slivka,2015,10.1519/jsc.0000000000000662,10,
"Hidetaka, Terumasa, Kazutoshi, Kazuki, Sho and Kuniatsu",2015,,14,
"Horn, Kesler, Motl, Hsiao-Wecksler, Klaren, Ensari, Petrucci, Fernhall and Rosengren",2015,10.1080/00140139.2014.997806,18,1
"Hue, Le Jeannic and Chamari",2015,10.5604/20831862.1188610,5,
"Hue, Monjo and Riera",2015,10.1055/s-0035-1548812,5,3
"Ito, Yamashita, Suzuki and Matsumoto",2015,10.1080/02640414.2014.977938,11,
"Kazman, Purvis, Heled, Lisman, Atias, Van Arsdale and Deuster",2015,,55,20
"Keene, Brearley, Bowen and Walker",2015,10.1017/s1049023x15005038,42,3
"Keiser, Fluck, Stravs, Huppin and Lundby",2015,10.1111/sms.12345,8,
"Ketko, Yanovich, Plotnik, Gefen and Heled",2015,10.1519/jsc.0000000000001032,10,
"Kim, Roberge and Powell",2015,10.1007/s10877-014-9651-x,12,
"Knechtle, Rosemann and Rust",2015,10.1186/s40064-015-1197-y,1,
"Kofler, Burtscher, Heinrich, Bottoni, Caven, Bechtold, Teresa Herten, Hasler, Faulhaber and Nachbauer",2015,10.1016/j.jtherbio.2014.11.007,10,
"Kojima, Sasaki, Tsuchiya and Goto",2015,10.1186/s40101-015-0059-1,11,
"Kuennen, Jansen, Gillum, Granados, Castillo, Nabiyar and Christmas",2015,10.1007/s00421-015-3255-0,9,
"Larsen, Snow and Aisbett",2015,10.1016/j.jtherbio.2015.07.008,31,7
"Larsen, Snow, Vincent, Tran, Wolkow and Aisbett",2015,10.1371/journal.pone.0136413,31,5
"Larsen, Snow, Williams-Bell and Aisbett",2015,10.3389/fphys.2015.00322,10,
"Laxminarayan, Buller, Tharion and Reifman",2015,10.1109/jbhi.2014.2332294,22,
"Lee, Christmas, Machin, Mclean and Coyle",2015,10.1249/mss.0000000000000539,8,
"Lee, Fujimura, Shimomura and Katsuura",2015,10.1007/s00484-014-0932-3,36,
"Legrand, Joly and Bertucci",2015,10.1080/02701367.2015.1046588,111,59
"Lloyd, Hodder and Havenith",2015,10.1152/ajpregu.00061.2015,8,
"Logan-Sprenger, Heigenhauser, Jones and Spriet",2015,10.14814/phy2.12483,9,
"Losa-Reyna, Torres-Peralta, Henriquez and Calbet",2015,10.14814/phy2.12512,11,
"Madden, Ashe and Chase",2015,10.5888/pcd12.150100,23,27
"Marshall, Cross and Lovell",2015,10.14814/phy2.12635,10,
"Matsuura, Arimitsu, Yunoki, Kimura, Yamanaka and Yano",2015,10.5604/20831862.1125286,7,
"Mcentire, Reis, Suman and Hostler",2015,10.1016/j.shaw.2015.06.003,18,
"Mcfarlin, Venable, Williams and Jackson",2015,10.5604/20831862.1124569,14,16
"Mcginn, Carter, Barrera-Ramirez, Sigal, Flouris and Kenny",2015,10.1111/sms.12344,5,3
"Meade, Lauzon, Poirier, Flouris and Kenny",2015,10.1080/15459624.2015.1043054,32,
"Mee, Doust and Maxwell",2015,10.1016/j.jtherbio.2015.02.010,8,8
"Mee, Gibson, Doust and Maxwell",2015,10.1111/sms.12417,8,8
"Menéndez, Martín-Hernández, Ferrero, Figueroa, Herrero and Marín",2015,,13,
"Miller, Long and Edwards",2015,10.4085/1062-6050-51.1.05,18,
"Miller, Swartz and Long",2015,10.4085/1062-6050-50.6.01,18,
"Mitchell, Goldston, Adams, Crisp, Franklin, Kreutzer, Montalvo, Turner and Phillips",2015,10.1080/15459624.2015.1072631,30,
"Mora-Rodriguez, Pallares, Lopez-Gullon, Lopez-Samanes, Fernandez-Elias and Ortega",2015,10.1016/j.jsams.2014.04.010,13,
"Neves, Moreira, Lemos, Vilaça-Alves, Rosa and Reis",2015,,13,
"Nolte, Hew-Butler, Noakes and Duvenage",2015,10.1080/00913847.2015.1001714,1,
"Ohshige, Ohwatashi, Kiyama, Nishi and Takamori",2015,10.1589/jpts.27.3779,16,
"Oliver, Harper Smith, Costa, Maassen, Bilzon, Walsh, Oliver, Harper Smith, Costa, Bilzon and Walsh",2015,,10,
"Parvari, Aghaei, Dehghan, Khademi, Maracy and Dehghan",2015,10.1080/19338244.2014.891965,18,
Periard and Racinais,2015,10.1111/sms.12379,10,1
Périard and Racinais,2015,,12,
"Periard, Ruell, Thompson and Caillaud",2015,10.1007/s12192-015-0631-y,12,
Pintu,2015,,,13
"Pliauga, Kamandulis, Dargeviciute, Jaszczanin, Kliziene, Stanislovaitiene and Stanislovaitis",2015,10.1515/hukin-2015-0045,10,
Potkanowicz,2015,10.1123/ijspp.2014-0519,3,
"Priego Quesada, Carpes, Bini, Salvador Palmer, Perez-Soriano and Cibrian Ortiz De Anda",2015,10.1016/j.jtherbio.2014.12.005,10,
"Priego Quesada, Kunzler, Rocha, Machado and Carpes",2015,,18,
"Priego Quesada, Lucas-Cuevas, Gil-Calvo, Gimenez, Aparicio, Cibrian Ortiz De Anda, Salvador Palmer, Llana-Belloch and Perez-Soriano",2015,10.1016/j.jtherbio.2015.06.005,29,15
"Pryor, Suyama, Guyette, Reis and Hostler",2015,10.3109/10903127.2014.959221,10,
"Racinais, Periard, Karlsen and Nybo",2015,10.1249/mss.0000000000000428,9,
"Raines, Snow, Nichols and Aisbett",2015,10.1093/annhyg/meu113,12,
"Randall, Ross and Maxwell",2015,10.1519/jsc.0000000000000840,8,
"Reynolds, Evanich and Eberman",2015,,14,5
"Richmond, Davey, Griggs and Havenith",2015,10.1093/annhyg/mev054,12,9
"Roberts, Muthalib, Stanley, Lichtwark, Nosaka, Coombes and Peake",2015,10.1152/ajpregu.00151.2015,10,
"Rosene, Matthews, Mcbride, Galla, Haun, Mcdonald, Gagne, Lea, Kasen and Farias",2015,,14,
"Rudenko, Mahliovanyy, Shyyan and Prystupa",2015,,14,6
"Russell, West, Briggs, Bracken, Cook, Giroud, Gill and Kilduff",2015,10.1371/journal.pone.0119374,18,
Rybá_ová and Novotn_,2015,,5,2
"Savoie, Dion, Asselin, Gariepy, Boucher, Berrigan and Goulet",2015,10.1088/0967-3334/36/2/259,9,
"Schlader, Gagnon, Rivas, Convertino and Crandall",2015,10.1113/ep085280,11,
"Schulze, Daanen, Levels, Casadio, Plews, Kilding, Siegel and Laursen",2015,10.1123/ijspp.2014-0281,7,
"Sho, Sotaro, Takuma, Noboru, Yutaro, Megumi, Hidetaka, Akira, Kazuki and Nozomi",2015,,2,
"Smith, Deblois, Wharton and Rowland",2015,10.1186/s13728-015-0031-z,12,
"Solianik, Skurvydas, Pukenas and Brazaitis",2015,10.1016/j.cryobiol.2015.04.012,18,14
"Somboonwong, Chutimakul and Sanguanrungsirikul",2015,10.1097/jsc.0000000000000235,,13
"Takashi, Yuji and Tetsuro",2015,,7,
"Takuma, Yutaro, Noboru, Nozomi, Akira and Sho",2015,,9,
"Tamm, Jakobson, Havik, Timpmann, Burk, Oopik, Allik and Kreegipuu",2015,10.1016/j.ijpsycho.2014.11.004,20,
"Taylor, Haberley and Hoyle",2015,10.1007/s00484-014-0911-8,8,8
"Teles, Fonseca, Martins, De Carvalho, Xavier, Costa, De Avelar, Ribeiro, Salvador, Augusto, Mendonca and Lacerda",2015,10.1519/jsc.0000000000000780,10,
"Thompson, Jones, Marqueze, Gregson and Atkinson",2015,10.1055/s-0034-1389970,8,
"Tokizawa, Sawada, Tai, Lu, Oka, Yasuda and Takahashi",2015,10.1136/oemed-2014-102548,14,
"Tran Trong, Riera, Rinaldi, Briki and Hue",2015,10.1371/journal.pone.0123815,10,
"Tranel, Schroder, England, Black, Bush, Hughes, Esser and Clasey",2015,10.3109/07420528.2015.1043011,59,
"Trangmar, Chiesa, Llodio, Garcia, Kalsi, Secher and Gonzalez-Alonso",2015,10.1152/ajpheart.00525.2015,18,
"Tsuji, Honda, Ikebe, Fujii, Kondo and Nishiyasu",2015,10.1152/ajpregu.00419.2014,12,
Turner and Richards,2015,10.1155/2015/638659,10,
"Vaher, Timpmann, Aedma and Oopik",2015,10.1007/s00421-014-3068-6,16,
"Veltmeijer, Eijsvogels, Thijssen and Hopman",2015,10.1016/j.jsams.2014.04.007,111,116
"Vincent, Ferguson, Tran, Larsen, Wolkow and Aisbett",2015,10.1371/journal.pone.0115329,27,3
"Waldron, Villerius and Murphy",2015,10.1080/02640414.2014.962579,9,
"Walker, Argus, Driller and Rattray",2015,10.1179/2049396715y.0000000006,77,
"Wall, Watson, Peiffer, Abbiss, Siegel and Laursen",2015,10.1136/bjsports-2013-092417,10,
"Wallace, Masbou, Petersen and Cheung",2015,10.1139/apnm-2015-0067,11,
Wall-Scheffler,2015,,14,4
"Wark, Henningham, Gorelik, Jayasinghe, Hartley and Garland",2015,10.2196/mhealth.4263,,15
"Wernke, Schroeder, Kelley, Denune and Colvin",2015,,14,2
"Wittbrodt, Millard-Stafford, Sherman and Cheatham",2015,10.1123/ijsnem.2014-0173,12,
"Wright Beatty, Hardcastle, Boulay, Flouris and Kenny",2015,10.1080/15459624.2015.1029613,20,
"Yamanaka, Hashimoto, Takasu, Tanahashi, Nishide, Honma and Honma",2015,10.1152/ajpregu.00127.2015,22,
"Yamashita, Ito, Nakano and Matsumoto",2015,10.1519/jsc.0000000000000594,8,
Yang and Chan,2015,10.1016/j.jtherbio.2014.12.007,10,2
"Yogev, Hall, Jay and White",2015,10.1016/j.resp.2014.10.005,13,
Zimmermann and Landers,2015,10.1080/17461391.2014.965751,,9
"Griggs, Leicht, Price and Goosey-Tolfrey",2015,10.1123/ijspp.2014-0361,14,2
"Pritchett, Al-Nawaiseh, Pritchett, Nethery, Bishop and Green",2015,10.5604/20831862.1163370,6,8
"Schlader, Ganio, Pearson, Lucas, Gagnon, Rivas, Kowalske and Crandall",2015,10.1152/japplphysiol.00176.2015,20,14
"Adamczyk, Krasowska, Boguszewski and Reaburn",2016,10.1016/j.jtherbio.2016.05.006,36,
"Adams, Hosokawa, Adams, Belval, Huggins and Casa",2016,10.1016/j.jsams.2016.02.006,9,
"Adams, Hosokawa, Huggins, Mazerolle and Casa",2016,10-1123/jsr.2015-0006 10.1123/jsr.2015-0006,1,
"Adzika Nsatimba, Pathak and Soares",2016,,21,40
"Amano, Gerrett, Inoue, Nishiyasu, Havenith and Kondo",2016,10.1007/s00421-015-3275-9,7,
"Amano, Ichinose, Inoue, Nishiyasu, Koga, Kenny and Kondo",2016,10.1152/ajpregu.00545.2015,6,8
"Amano, Ishitobi, Ogura, Inoue, Koga, Nishiyasu and Kondo",2016,10.1016/j.jtherbio.2016.08.005,7,
"Bailey, Cable, Aziz, Dobson, Sprung, Low and Jones",2016,10.1097/gme.0000000000000625,,21
"Balmain, Jay, Sabapathy, Royston, Stewart, Jayasinghe and Morris",2016,10.14814/phy2.13022,8,
"Barwood, Burrows and Cessford",2016,10.3357/amhp.4498.2016,1,
"Benda, Eijsvogels, Van Dijk, Bellersen, Thijssen and Hopman",2016,10.1177/2047487315574281,12,2
"Berkulo, Bol, Levels, Lamberts, Daanen and Noakes",2016,10.1080/17461391.2015.1009495,12,
"Bowes, Eglin, Tipton, Barwood, Eglin, Tipton and Barwood",2016,,10,
"Bracci, Ciarapica, Copertaro, Barbaresi, Manzella, Tomasetti, Gaetani, Monaco, Amati, Valentino, Rapisarda and Santarelli",2016,10.3390/ijms17050623,,48
"Brazaitis, Paulauskas, Skurvydas, Budde, Daniuseviciute and Eimantas",2016,10.3389/fphys.2016.00592,12,
"Buckner, Dankel, Counts, Barnett, Jessee, Mouser, Halliday and Loenneke",2016,10.1016/j.physbeh.2016.03.026,8,
"Bull, Turner, Levi and Hunter",2016,10.1016/j.hlc.2015.11.002,23,
"Buono, Krippes, Kolkhorst, Williams and Cabrales",2016,10.1113/ep085504,4,5
"Butts, Luhring, Smith, Tucker, Moyen, Ganio, Mcdermott, Butts, Luhring, Smith, Tucker, Moyen, Ganio and Mcdermott",2016,,8,6
"Butts, Mcdermott, Buening, Bonacci, Ganio, Adams, Tucker and Kavouras",2016,10.4085/1062-6050-51.4.01,10,7
"Carlton, Gorey and Orr",2016,,7,
"Casadio, Kilding, Siegel, Cotter and Laursen",2016,10.1080/23328940.2016.1184367,2,
"Castellani, Zambraski, Sawka and Urso",2016,10.14814/phy2.12777,5,3
"Castillo, Yanci, Camara and Weston",2016,10.1080/02640414.2015.1101646,24,
"Che Jusoh, Stannard and Mundel",2016,10.1080/23328940.2016.1159772,8,
"Che Muhamed, Atkins, Stannard, Mundel and Thompson",2016,10.1080/23328940.2016.1182669,11,
"Cho, Roh and Roh",2016,10.1589/jpts.28.1860,9,
"Ciuha, Gronkvist, Mekjavic and Eiken",2016,10.1080/00140139.2015.1061142,10,
"Corder, Newsham, Mcdaniel, Ezekiel and Weiss",2016,,,27
"Cui, Blaha and Sinoway",2016,10.1152/japplphysiol.00212.2016,9,5
"Cuttell, Kiri and Tyler",2016,10.4085/1062-6050-51.8.07,8,
"D, Ferreira, Coelho, Martini, Lgoncalves Madeira, Coelho, Prado, Bemben and Rodrigues",2016,,6,6
"De Andrade Fernandes, Dos Santos Amorim, Brito, Sillero-Quintana and Bouzas Marins",2016,,12,
"De Rome, Taylor, Croft, Brown, Fitzharris and Taylor",2016,10.1080/00140139.2015.1082632,12,
"Dehghan, Gharehbaei and Mahaki",2016,10.4103/2277-9531.184555,12,
"Dervis, Coombs, Chaseling, Filingeri, Smoljanic and Jay",2016,10.1152/japplphysiol.00906.2015,18,
"Diversi, Franks-Kardum and Climstein",2016,10.1186/s13728-016-0044-2,6,3
"Dotti, Ferri, Moncalero and Colonna",2016,10.1016/j.apergo.2016.04.002,2,3
"Dupont Rocher, Bessot, Sesboue, Bulla and Davenne",2016,10.1093/gerona/glv195,15,14
"Fernandes, Moreira, Brito, Da Silva, Sillero-Quintana, Pimenta, Bach, Garcia and Bouzas Marins",2016,10.1016/j.jtherbio.2016.09.010,12,
"Formenti, Ludwig, Trecroci, Gargano, Michielon, Caumo and Alberti",2016,10.1016/j.jtherbio.2016.04.013,13,
"Gagnon, Schlader, Adams, Rivas, Mulligan, Grudic, Convertino, Howard and Crandall",2016,10.1097/shk.0000000000000653,10,
"Galpin, Bagley, Whitcomb, Wiersma, Rosengarten, Coburn and Judelson",2016,10.3390/sports4030038,13,
"García, Ramírez and Valdez",2016,,45,31
"Gillis, Barwood, Newton, House and Tipton",2016,10.1016/j.jtherbio.2016.04.009,6,
"Girard, Brocherie, Morin and Millet",2016,10.1080/02640414.2015.1101482,6,
"González Henríquez, Losa_Reyna, Torres_Peralta, Rådegran, Koskolou and Calbet",2016,,11,
"Grélot, Koulibaly, Maugey, Janvier, Foissaud, Aletti, Savini, Cotte, Dampierre, Granier, Carmoi and Sagui",2016,10.1093/infdis/jiv585,14,11
"Hailes, Cuddy, Cochrane and Ruby",2016,10.1016/j.wem.2016.06.004,12,
"Harper, Hunter, Parker, Goodall, Thomas, Howatson, West, Stevenson and Russell",2016,10.1519/jsc.0000000000001400,10,
"Hashimoto, Ishijima, Suzuki and Higuchi",2016,,,8
Hassan,2016,,15,
"Hosokawa, Adams, Stearns and Casa",2016,,15,15
"Hostler, Colburn, Rittenberger and Reis",2016,10.3109/10903127.2016.1168890,39,5
"Hunt, Billing, Patterson and Caldwell",2016,10.1080/23328940.2016.1156801,8,
Imafuku,2016,10.3109/07420528.2016.1144609,1,
"Ives, Lefferts, Wharton, Fehling and Smith",2016,10.1113/ep085828,12,
"James, Willmott, Richardson, Watt, Maxwell, James, Willmott, Richardson, Watt and Maxwell",2016,,11,
"Ji, Qian, Yuan and Jiang",2016,10.1186/s40064-016-2432-x,8,
"Kataoka, Kamijo, Ogawa, Sumiyoshi, Nakae, Ikegawa, Manabe, Morikawa, Nagata, Takasugi, Masuki and Nose",2016,10.1152/japplphysiol.00033.2016,21,
"Kelly, Gastin, Dwyer, Sostaric and Snow",2016,,14,
"Keppler, Rosburg, Lemoine, Pfluger, Gyr and Mager",2016,10.1007/s10484-016-9337-x,3,11
Kim and Lee,2016,10.1080/00140139.2015.1075604,8,
"Kim, Wu, Powell and Roberge",2016,10.1016/j.ajic.2015.08.027,12,
"Lee, Na and Kim",2016,10.1016/j.jshs.2015.04.008,12,
"Leites, Cunha, Obeid, Wilk, Meyer, Timmons, Leites, Cunha and Timmons",2016,,10,
"Leoz-Abaurrea, Santos-Concejero, Grobler, Engelbrecht and Aguado-Jimenez",2016,10.1519/jsc.0000000000001467,10,
"Leoz-Abaurrea, Tam and Aguado",2016,,13,
Long,2016,,10,10
"Ludwig, Trecroci, Gargano, Formenti, Bosio, Rampinini and Alberti",2016,10.1364/ao.55.00d126,7,
"Luhring, Butts, Smith, Bonacci, Ylanan, Ganio and Mcdermott",2016,10.4085/1062-6050-51.12.07,9,7
Mathers and Grealy,2016,10.3389/fpsyg.2016.01246,3,3
"Mccarthy, Mulligan and Egana",2016,10.1139/apnm-2016-0275,15,
"Mcfarlin, Henning, Venable, Williams and Best Sampson",2016,10.1080/00140139.2015.1108460,8,6
"Mcgowan, Pyne, Thompson and Rattray",2016,10.1123/ijspp.2015-0581,6,4
"Meade, Poirier, Flouris, Hardcastle and Kenny",2016,10.1249/mss.0000000000000886,9,
"Mee, Gibson, Tuttle, Taylor, Watt, Doust and Maxwell",2016,10.1080/23328940.2016.1214336,5,5
"Messina, Di Bernardo, Viggiano, De Luca, Monda, Messina, Chieffi, Galderisi and Monda",2016,10.1515/jbcpp-2015-0133,10,
Morris and Pilcher,2016,10.1016/j.biopsycho.2016.09.011,20,24
"Morris, Coombs and Jay",2016,10.1249/mss.0000000000000746,9,
"Mundel, Carter, Wilkinson and Jones",2016,10.1111/cpf.12187,8,
"Mundel, Raman and Schlader",2016,10.1080/23328940.2016.1156214,8,
"Nakata, Oshiro, Namba and Shibasaki",2016,10.1152/ajpregu.00153.2016,15,
"Neal, Corbett, Massey and Tipton",2016,10.1111/sms.12526,10,
No and Kwak,2016,10.1016/j.imr.2016.06.002,9,
"Notley, Joonhee, Kyoko, Norikazu and Taylor",2016,,36,
"O'hara, Vojta, Henry, Caldwell, Wade, Swanton, Linderman and Ordway",2016,,12,
"Onus, Cannon, Liberts and Marino",2016,10.1016/j.jtherbio.2016.06.003,8,
"Otani, Kaya, Tamaki, Watson, Maughan and Maughan",2016,,8,
Periard and Racinais,2016,10.1249/mss.0000000000000839,12,
"Poirier, Gagnon and Kenny",2016,10.1139/apnm-2015-0698,10,
Potocnik and Lenasi,2016,10.3233/ch-162045,8,
"Priego Quesada, Carpes, Salvador Palmer, Perez-Soriano and Cibrian Ortiz De Anda",2016,10.1186/s40064-016-1843-z,16,
"Raccuglia, Lloyd, Filingeri, Faulkner, Hodder, Havenith and Faulkner",2016,,10,
"Roberts, Dorman and Bergeron",2016,10.1249/mss.0000000000000847,1,
"Roh, Cho, So, Paik and Suh",2016,10.1016/j.jshs.2015.09.007,10,
"Ruddock, Thompson, Hudson, James, Gibson and Mee",2016,10.1186/s40064-016-2298-y,1,
"Ruediger Pisani Martini, Batista Ferreira-Júnior, Alcantâra Borba, Gomes Martins Coelho, Barbosa Coelho and Sales Prado",2016,,12,
"Sambaher, Aboodarda, Silvey, Button and Behm",2016,10.1519/jsc.0000000000001011,7,8
"Schlader, Temple and Hostler",2016,10.1080/23328940.2016.1148526,5,5
"Sefton, Mcadam, Pascoe, Lohse, Banda, Henault, Cherrington and Adams",2016,10.4085/1062-6050-51.10.13,35,
"Seng, Chen, Wang, Ming Chai, Yuen Fun, Teo, Sze Tan, Ang and Wei Lee",2016,10.1088/0967-3334/37/4/485,34,
"Seo, Dileo, Powell, Kim, Roberge and Coca",2016,10.1080/15459624.2016.1161199,27,
"Simonis, Petersen, Lagendijk and Van Den Berg",2016,10.1002/mrm.25710,9,6
"Simonsick, Meier, Shaffer, Studenski and Ferrucci",2016,10.1007/s11357-016-9952-8,396,366
Song and Wang,2016,10.1080/00140139.2015.1105305,8,
"Stevens, Thoseby, Sculley, Callister, Taylor and Dascombe",2016,10.1111/sms.12555,11,
"Suyama, Mcentire, Rittenberger, Rosalky, Reis and Hostler",2016,10.3109/10903127.2015.1076092,5,
"Tasing, Kulaputana, Sanguanrungsirikul and Kaikaew",2016,,24,
"Taylor, Burdon, Van Den Heuvel, Fogarty, Notley, Hunt, Billing, Drain, Silk, Patterson and Peoples",2016,10.1139/apnm-2015-0386,39,
"Thomas, Van Rij, Lucas, Gray and Cotter",2016,10.1080/23328940.2016.1156215,8,2
"Travers, Nichols, Farooq, Racinais and Periard",2016,10.1080/23328940.2016.1171281,8,
"Tsuji, Honda, Kondo and Nishiyasu",2016,10.1152/ajpregu.00484.2015,19,
"Tyler, Coffey, Hodges, Tyler, Coffey and Hodges",2016,,8,
"Valentino, Stuempfle, Kern and Hoffman",2016,10.1080/15438627.2016.1191491,23,7
